"wd_id","wd_id_new","population","name_ar","name_bn","name_de","name_en","name_es","name_fr","name_el","name_hi","name_hu","name_id","name_it","name_ja","name_ko","name_nl","name_pl","name_pt","name_ru","name_sv","name_tr","name_vi","name_zh"
"Q1534419","","","","","Lake Claire","Lake Claire","Lago Claire","lac Claire","","","","","lago Claire","クレア湖","","Clairemeer","Jezioro Claire","Lago Claire","Клэр","Lake Claire","","","克萊爾湖"
"Q1533897","","","","","Gods Lake","Gods Lake","Lago Gods","lac Gods","","","","","","ゴッズ湖","","Gods Lake","","Lago Gods","Годс","Gods Lake","","","戈茲湖"
"Q1464758","","","","","Lago Enriquillo","Lake Enriquillo","Lago Enriquillo","lac Enriquillo","","","Enriquillo-tó","","lago Enriquillo","エンリキージョ湖","","Enriquillomeer","Enriquillo","Lago Enriquillo","Энрикильо","Lago Enriquillo","","","恩里基湖"
"Q1539726","","","","","Smallwood Reservoir","Smallwood Reservoir","Embalse de Smallwood","réservoir Smallwood","","","","","Bacino Smallwood","","","Smallwood Reservoir","","Albufeira de Smallwood","Смолвуд","Smallwoodreservoaren","","","斯莫爾伍德水庫"
"Q1471254","","","","","Réservoir Pipmuacan","Pipmuacan Reservoir","","réservoir Pipmuacan","","","","","","","","","","","","Réservoir Pipmuacan","","","皮普馬康水庫"
"Q5895614","","","","","","Hong Lake","","Lac Hong","","","","","","洪湖","","","","","","Hong Hu","","","洪湖"
"Q6132621","","","","","Nam-Ngum-Talsperre","Nam Ngum Dam","","","","","","","","ナムグムダム","","Ang Nam Ngum","","","","Nam Ngum Dam","","","南俄大壩"
"Q1800398","","","","","Lago Ranco","Ranco Lake","Lago Ranco","lac Ranco","","","Ranco-tó","","lago Ranco","ランコ湖","","Ranco Lake","","Lago Ranco","Ранко","Lago Ranco","","","蘭科湖"
"Q1799611","","","","","Lac Sakami","Lac Sakami","","lac Sakami","","","","","","","","","","","","Lac Sakami","","","薩卡米湖"
"Q1600016","","","بحيرة ميل لاكس، غاريسون","","Mille Lacs Lake","Mille Lacs Lake","Lago Mille Lacs","lac des Mille Lacs","","","","","","ミラックス湖","","Mille Lacs Lake","","","","Mille Lacs Lake","","","米拉湖"
